Source,Target
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Monica,Chandler
Monica,Ross
Rachel,Monica
Rachel,Phoebe
Chandler,Ross
Rachel,Ross
Joey,Chandler
Joey,Ross
Monica,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Chandler
Rachel,Ross
Rachel,Joey
Phoebe,Ross
Phoebe,Chandler
Phoebe,Joey
Chandler,Phoebe
Joey,Phoebe
Joey,Rachel
Joey,Monica
Monica,Ross
Monica,Joey
Monica,Chandler
Ross,Rachel
Ross,Monica
Ross,Phoebe
Rachel,Ross
Rachel,Chandler
Rachel,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Ross,Monica
Ross,Phoebe
Ross,Rachel
Joey,Monica
Joey,Phoebe
Joey,Rachel
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Chandler
Monica,Phoebe
Monica,Rachel
Chandler,Phoebe
Phoebe,Ross
Rachel,Phoebe
Rachel,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Rachel,Ross
Rachel,Chandler
Rachel,Joey
Rachel,Phoebe
Phoebe,Rachel
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Ross
Chandler,Ross
Ross,Marcel
Rachel,Monica
Phoebe,Monica
Rachel,Monica
Monica,Rachel
Phoebe,Rachel
Monica,auntIris
Phoebe,auntIris
Monica,auntIris
Rachel,auntIris
Phoebe,Ross
Marcel,Ross
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Rachel
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Rachel
Rachel,Joey
Ross,Monica
Ross,Phoebe
Ross,Rachel
Rachel,Joey
Phoebe,Joey
Chandler,Phoebe
Ross,Rachel
Monica,Chandler
Monica,Joey
Monica,Ross
Monica,Rachel
Ross,Rachel
Monica,Ross
Monica,Joey
Monica,Chandler
Monica,Phoebe
Monica,Ross
Rachel,Joey
Monica,Phoebe
Monica,Chandler
Monica,Rachel
Monica,Joey
Ross,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Ross
Phoebe,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Phoebe
Phoebe,Ross
Phoebe,Chandler
Phoebe,Rachel
Rachel,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Ross
Phoebe,Ross
Rachel,Barbara
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Rachel,Ross
Chandler,Phoebe
Rachel,Ross
Rachel,Monica
Ross,Joey
Chandler,Ross
Rachel,Ross
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Chandler,Ross
Joey,Ross
Chandler,Monica
Phoebe,Monica
Rachel,Ross
Rachel,Chandler
Rachel,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
