Source,Target
Joey,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Chandler
Rachel,Monica
Chandler,Ross
Ross,Rachel
Ross,Monica
Monica,Rachel
Monica,Chandler
Monica,Phoebe
Phoebe,Chandler
Ross,Phoebe
Monica,Chandler
Monica,Rachel
Joey,Rachel
Joey,Chandler
Joey,duck
Ross,Phoebe
Rachel,Joey
Ross,woman_7_2
Ross,oldMan
Jack,Judy
Jack,Chandler
Jack,Monica
Judy,Chandler
Judy,Monica
Chandler,Monica
Ross,oldMan
Monica,Chandler
Monica,Rachel
Monica,Phoebe
Chandler,Rachel
Chandler,Phoebe
Rachel,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Rachel,Joey
Rachel,Joey
Rachel,Ross
Joey,Ross
Ross,Phoebe
Ross,Joey
Monica,Chandler
Rachel,Joey
