Source,Target
Rachel,Ross
Rachel,Monica
Rachel,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Ross
Rachel,Ross
Joey,Rachel
Joey,Phoebe
Rachel,Phoebe
Joey,Monica
Rachel,Phoebe
Rachel,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Chandler
Monica,Ross
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Ross,MrZelner
Joey,Phoebe
Joey,PhoebeAsEstelle
Rachel,Ross
Chandler,Monica
Chandler,Ellen
Monica,Ellen
Chandler,Janice
Monica,Janice
Janice,Ellen
Joey,Phoebe
Monica,Chandler
Ross,MrZelner
Joey,AlZebooker
Joey,PhoebeAsEstelle
Janice,Chandler
Rachel,Emma
Rachel,Ross
Joey,AlZebooker
