Source,Target
Rachel,Ross
Ross,Joey
Monica,Phoebe
Monica,Chandler
Joey,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Joey,Chandler
Chandler,Walter
Phoebe,Monica
Phoebe,Rachel
Phoebe,Emma
Monica,Rachel
Monica,Emma
Rachel,Emma
Rachel,Ross
Ross,Phoebe
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Rachel,Emma
Monica,Rachel
Monica,Phoebe
Monica,Emma
Rachel,Phoebe
Rachel,Emma
Phoebe,Emma
Monica,Rachel
Monica,Phoebe
Monica,Emma
Rachel,Phoebe
Rachel,Emma
Phoebe,Emma
Chandler,MsMcKenna
Gunther,Ross
Ross,Joey
Gunther,Ross
Ross,Joey
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Monica,Chandler
Chandler,Phoebe
Monica,Chandler
Chandler,MsMcKenna
Joey,Ross
Rachel,Emma
Phoebe,Monica
Phoebe,Rachel
Phoebe,Emma
Monica,Rachel
Monica,Emma
Rachel,Emma
Monica,Chandler
Ross,Rachel
Rachel,Monica
Ross,Joey
Ross,Chandler
Joey,Chandler
