Source,Target
Ross,Phoebe
Ross,Joey
Joey,Chandler
Joey,Phoebe
Joey,Ross
Chandler,Phoebe
Chandler,Rachel
Rachel,Gunther
Joey,Chandler
Monica,Phoebe
Monica,Rachel
Monica,Joey
Monica,Chandler
Drew,Chandler
Chandler,MikeFromOff.
Phoebe,Monica
Phoebe,Joey
Phoebe,Rachel
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Monica,Joey
Ross,Chandler
Ross,Phoebe
Joey,Phoebe
Joey,Monica
Chandler,Rachel
Monica,Joey
Joey,waiter
Monica,waiter
Monica,Joey
Phoebe,Ross
Phoebe,Chandler
Ross,Chandler
Rachel,Chandler
Ross,PoughkeepsieWoman
Monica,kitchenWorker
Monica,waiter_4_10
Monica,Joey
Ross,womanOnTrain
Monica,Joey
Phoebe,Monica
Phoebe,Joey
Phoebe,Ross
Phoebe,Rachel
Phoebe,Chandler
