Source,Target
Monica,Phoebe
Monica,Chandler
Monica,Joey
Monica,Ross
Monica,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Rachel
Joey,Ross
Chandler,Ross
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Joey,Monica
Joey,Rachel
Joey,Phoebe
Joey,RichardCrosby
Monica,Chandler
Monica,Maureen
Rachel,Chandler
Rachel,Monica
Phoebe,Chandler
Phoebe,Monica
Ross,Monica
Ross,Phoebe
Ross,Rachel
NoraBing,Chandler
NoraBing,Monica
NoraBing,Jack
NoraBing,Judy
Phoebe,Joey
Monica,Chandler
Monica,HelenaHandbasket
Monica,NoraBing
Chandler,HelenaHandbasket
Chandler,NoraBing
HelenaHandbasket,NoraBing
Ross,Judy
Ross,Jack
Judy,Jack
Monica,Rachel
Rachel,guestAmanda
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Jack
Ross,Judy
Chandler,Monica
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Joey,Ross
Ross,Rachel
Ross,Phoebe
Ross,Rachel
Ross,Phoebe
Rachel,Phoebe
Joey,RichardCrosby
Ross,Gunther
Ross,Jack
Ross,Judy
Jack,Judy
Judy,Gunther
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Joey,RichardCrosby
Phoebe,Rachel
