Source,Target
Rachel,Phoebe
Ross,Phoebe
Ross,Rachel
Phoebe,Rachel
Rachel,Monica
Joey,Aaron
Joey,RichardCrosby
Ross,Phoebe
Ross,Chandler
Phoebe,Chandler
Monica,Rachel
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
NoraBing,HelenaHandbasket
Phoebe,NoraBing
Phoebe,HelenaHandbasket
Judy,Rachel
Judy,Monica
Judy,Phoebe
Judy,NoraBing
Judy,HelenaHandbasket
Monica,Rachel
Monica,Phoebe
Monica,NoraBing
Monica,HelenaHandbasket
Rachel,Joey
Chandler,Ross
Phoebe,Rachel
Chandler,Phoebe
Chandler,Rachel
Rachel,greekPriest
Ross,Jack
Ross,Judy
Ross,NoraBing
Ross,HelenaHandbasket
Judy,Jack
Judy,HelenaHandbasket
Judy,NoraBing
NoraBing,HelenaHandbasket
Ross,Monica
Ross,Phoebe
Ross,Phoebe
Joey,Aaron
Joey,RichardCrosby
Ross,Phoebe
Ross,Chandler
Chandler,Ross
Chandler,Phoebe
Jack,Ross
Jack,Chandler
Chandler,NoraBing
Chandler,HelenaHandbasket
Chandler,greekPriest
Ross,Rachel
Ross,Phoebe
Jack,Judy
Jack,Monica
Judy,Monica
Chandler,Monica
greekPriest,Chandler
greekPriest,Monica
Joey,greekPriest
Joey,Chandler
Joey,Monica
Monica,Rachel
Chandler,Monica
Chandler,Ross
Ross,Joey
Monica,Rachel
Chandler,Monica
Joey,Chandler
Joey,Monica
Chandler,Monica
Monica,Chandler
Phoebe,Rachel
