Source,Target
Chandler,Joey
Chandler,Ross
Joey,Ross
Monica,Larry
Phoebe,Larry
Phoebe,Monica
Monica,Rachel
Gunther,Monica
Gunther,Rachel
Danny,Rachel
Danny,Monica
Chandler,Joey
Chandler,Ross
Ross,Joey
Larry,Phoebe
Chandler,Joey
Danny,Rachel
Danny,Monica
Monica,Rachel
Joey,Ross
Chandler,Ross
Chandler,Joey
Joey,Phoebe
Joey,Monica
Rachel,Monica
Danny,Monica
Phoebe,Monica
Ross,Chandler
Joey,Ross
Chandler,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Phoebe,Larry
Gunther,Larry
Gunther,Phoebe
Joey,Chandler
Monica,Rachel
Danny,Monica
Danny,Rachel
Rachel,Tom
Rachel,Monica
Chandler,Joey
Ross,Joey
Ross,Chandler
Chandler,Joey
Chandler,Ross
Joey,Ross
