Source,Target
Chandler,Joey
Chandler,Monica
Chandler,Monica
Ross,Monica
Rachel,Ross
Phoebe,Rachel
Rachel,Chandler
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Rachel,Phoebe
Joey,Janine
Kim,Rachel
Chandler,Monica
Chandler,Ross
Monica,Ross
Ross,Rachel
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Monica,Ross
Ross,Phoebe
Monica,Chandler
Janine,Joey
Janine,Chandler
Joey,Chandler
Ross,Chandler
Rachel,Kim
Rachel,Kim
Rachel,RalphLauren
Kim,RalphLauren
Ross,Hilary
Rachel,Kim
Rachel,Kim
Rachel,RalphLauren
Kim,RalphLauren
Joey,Janine
