Source,Target
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Joey,Phoebe
Joey,Rachel
Phoebe,Rachel
Ross,Chandler
Ross,Joey
Ross,Phoebe
Ross,Rachel
Monica,neighbor_7_1
Chandler,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Chandler
Rachel,Phoebe
Joey,Phoebe
Joey,Chandler
Joey,Monica
Joey,Rachel
Joey,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Phoebe
Monica,Chandler
Monica,Phoebe
Chandler,Rachel
Rachel,Ross
Chandler,Joey
Monica,Phoebe
Monica,Rachel
Monica,Ross
Rachel,Ross
Phoebe,Rachel
Phoebe,Ross
Monica,Rachel
Monica,Ross
Monica,Phoebe
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Joey
Ross,Monica
Phoebe,Joey
Rachel,Ross
Chandler,Monica
Phoebe,Monica
Phoebe,Chandler
Monica,Chandler
Phoebe,Joey
Ross,Rachel
Ross,Monica
Ross,Chandler
Rachel,Monica
Rachel,Chandler
Monica,Chandler
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Rachel,Monica
Chandler,Ross
Rachel,Ross
Rachel,Monica
Rachel,Ross
Monica,Chandler
Monica,Rachel
Monica,Ross
Rachel,Ross
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Ross,Chandler
Ross,Monica
Chandler,Monica
Phoebe,Chandler
