Source,Target
Monica,Chandler
Monica,Rachel
Monica,Phoebe
Ross,Monica
Chandler,Joey
Monica,Phoebe
Ross,Chandler
Ross,Joey
Chandler,Joey
Ross,Phoebe
Phoebe,Chandler
Ross,Rachel
Chandler,Phoebe
Rachel,Chandler
Rachel,Joey
Rachel,Monica
Rachel,Phoebe
Chandler,Joey
Emily,Ross
Emily,Monica
Ross,Monica
Chandler,Joey
Rachel,Phoebe
Joey,vendor
Joey,Chandler
Chandler,vendor
Emily,Ross
Rachel,Phoebe
Chandler,Joey
SarahFerguson,Joey
Joey,Chandler
Joey,Monica
Ross,Monica
Chandler,Ross
Chandler,Joey
Phoebe,Joey
Emily,Monica
Emily,Ross
Ross,Monica
Phoebe,Rachel
Chandler,Joey
