Source,Target
Chandler,Monica
Chandler,Joey
Chandler,Ross
Joey,Ross
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,Ross
Ross,Monica
Ross,Judy
Ross,Jack
Ross,Rachel
Monica,Chandler
Chandler,Ross
Monica,Rachel
Monica,Chandler
Monica,Phoebe
Monica,Rachel
Monica,Chandler
Monica,Rachel
Chandler,Rachel
Chandler,Joey
Monica,Chandler
Ross,Chandler
Chandler,Monica
Chandler,Monica
Monica,Joey
Monica,Chandler
Monica,Chandler
Monica,Joey
Chandler,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Ross,Joey
Ross,Phoebe
Ross,Rachel
Joey,Phoebe
Joey,Rachel
Phoebe,Rachel
Chandler,Monica
Chandler,Joey
Ross,Rachel
Joey,Rachel
Phoebe,Rachel
Chandler,Monica
Chandler,Joey
Monica,Joey
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Phoebe,Rachel
Phoebe,Rachel
Phoebe,Ross
Rachel,Ross
Phoebe,Joey
Phoebe,Rachel
Joey,Rachel
Phoebe,Monica
Phoebe,Chandler
Monica,Chandler
Joey,Chandler
Joey,Monica
Chandler,Monica
Phoebe,Rachel
Phoebe,Joey
Rachel,Joey
Monica,Chandler
Phoebe,Rachel
Phoebe,Joey
Rachel,Joey
Chandler,Monica
Phoebe,Chandler
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Joey
Monica,Chandler
Monica,Phoebe
Monica,Rachel
Monica,Joey
Joey,Monica
Joey,Chandler
Joey,Phoebe
Joey,Rachel
Ross,Donald
Ross,Chandler
Ross,Monica
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Joey,Rachel
Joey,Ross
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Phoebe
Monica,Rachel
Rachel,Phoebe
Chandler,Ross
Chandler,Joey
Ross,Joey
Monica,Chandler
Chandler,Joey
Chandler,Ross
Ross,Joey
