Source,Target
Rachel,Monica
Chandler,Rachel
Joey,Rachel
Monica,Chandler
Monica,Joey
Rachel,Ross
Rachel,Chandler
Phoebe,Chandler
Phoebe,Ross
Monica,Joey
Monica,Chandler
Chandler,Joey
Chandler,Ross
Monica,Joey
Ross,Joey
Chandler,Ross
Rachel,Joey
Ross,Rachel
Monica,Chandler
Monica,Ross
Phoebe,DrZane
FrankJr,DrZane
FrankJr,Alice
Alice,Phoebe
FrankJr,Phoebe
Monica,Rachel
Monica,Chandler
Monica,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Ross,Rachel
Ross,Monica
Ross,Chandler
Ross,Joey
Ross,Chandler
Ross,Joey
Ross,Monica
Chandler,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Monica,Rachel
Chandler,Rachel
Ross,Rachel
Ross,Rachel
Ross,Monica
Ross,Joey
Ross,Chandler
Chandler,Monica
Monica,Ross
Monica,Rachel
Monica,Rachel
Monica,Ross
Monica,Joey
Rachel,Ross
Rachel,Joey
Ross,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Ross,Monica
Ross,Rachel
Monica,Rachel
Ross,Chandler
Ross,Monica
Chandler,Monica
Phoebe,Joey
Phoebe,Monica
Phoebe,Chandler
Joey,Monica
Joey,Chandler
Monica,Chandler
Rachel,Chandler
Rachel,Joey
Monica,Rachel
Monica,Phoebe
Rachel,Monica
Phoebe,Monica
Phoebe,Rachel
Alice,Phoebe
Alice,FrankJr
Phoebe,FrankJr
Rachel,Chandler
Rachel,Joey
Rachel,Monica
Ross,Rachel
Chandler,Monica
Chandler,Joey
Phoebe,FrankJr
Phoebe,Alice
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
FrankJr,Alice
FrankJr,Rachel
FrankJr,Monica
FrankJr,Phoebe
FrankJr,Chandler
FrankJr,Ross
Alice,Rachel
Alice,Monica
Alice,Phoebe
Alice,Chandler
Alice,Ross
Monica,Rachel
Chandler,Joey
Chandler,duck
