Source,Target
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Joey
Phoebe,Ross
Chandler,Joey
Ross,Chandler
Monica,Phoebe
Monica,Ross
Phoebe,Rachel
Monica,Rachel
Joey,Chandler
Richard,Monica
Chandler,Monica
Ross,Monica
Phoebe,Monica
Chandler,Monica
Chandler,Ross
Phoebe,Rachel
Phoebe,Monica
Monica,Joey
Monica,Ross
Chandler,Joey
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Richard,Monica
Joey,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Ross
Joey,Chandler
Rachel,Ross
Ross,Chandler
Ross,Joey
Chandler,Joey
Phoebe,Ross
Phoebe,Chandler
Ross,Rachel
Chandler,Monica
Phoebe,Richard'sDaughter
Monica,Richard'sDaughter
Chandler,Phoebe
Ross,Rachel
Chandler,Joey
Ross,Joey
Ross,Chandler
Ross,Rachel
Ross,Joey
Rachel,Ross
Phoebe,Monica
Monica,Richard
Monica,Phoebe
Ross,Monica
Ross,Phoebe
Ross,Rachel
Ross,ShermanWhitfield
Chandler,ShermanWhitfield
