Source,Target
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Joey,Rachel
Joey,Chandler
Joey,Phoebe
Monica,Chandler
Chandler,Phoebe
Phoebe,Chandler
Phoebe,Rachel
Phoebe,Monica
Ross,Phoebe
Ross,Chandler
Ross,Rachel
Ross,Monica
Joey,producer
Joey,Wayne
Joey,robot
Ross,Elizabeth
Ross,PaulStevens
Elizabeth,PaulStevens
PaulStevens,Chandler
PaulStevens,Monica
PaulStevens,Phoebe
Chandler,Monica
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
PaulStevens,Rachel
Ross,Chandler
Ross,Monica
Ross,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
PaulStevens,Rachel
Phoebe,Chandler
Phoebe,Monica
Chandler,Monica
PaulStevens,Rachel
Joey,Chandler
Joey,Monica
Joey,Phoebe
Rachel,PaulStevens
Rachel,Ross
Ross,PaulStevens
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Joey,Wayne
Joey,Sarah
Rachel,PaulStevens
Rachel,Ross
Rachel,Elizabeth
PaulStevens,Ross
PaulStevens,Elizabeth
Ross,Elizabeth
Ross,PaulStevens
Ross,Elizabeth
PaulStevens,Elizabeth
Chandler,Monica
Phoebe,Chandler
Phoebe,Monica
Joey,Wayne
Joey,Chandler
Wayne,Chandler
Elizabeth,Ross
Elizabeth,PaulStevens
Elizabeth,Rachel
Ross,PaulStevens
Ross,Rachel
PaulStevens,Rachel
Elizabeth,Ross
Elizabeth,PaulStevens
Ross,PaulStevens
Wayne,Joey
Joey,robot
