Source,Target
Rachel,Phoebe
Chandler,JillGoodacre
Rachel,Monica
Monica,Judy
Monica,Phoebe
Chandler,JillGoodacre
Joey,Ross
Joey,Monica
Joey,Rachel
Joey,Phoebe
Ross,Monica
Ross,Rachel
Ross,Phoebe
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Chandler,JillGoodacre
Chandler,Monica
Chandler,Joey
Monica,Ross
Monica,Joey
Monica,Rachel
Monica,Phoebe
Joey,Monica
Joey,Ross
Joey,Rachel
Joey,Phoebe
Phoebe,Monica
Phoebe,Ross
Phoebe,Rachel
Phoebe,Joey
Rachel,Ross
Ross,Joey
Ross,Rachel
Ross,Joey
Rachel,Joey
Chandler,JillGoodacre
Phoebe,Joey
Phoebe,Ross
Ross,Joey
Joey,Monica
Monica,Phoebe
Phoebe,Joey
Ross,Rachel
Monica,Phoebe
Monica,Joey
Phoebe,Joey
Phoebe,Monica
Phoebe,Joey
Ross,Monica
Ross,Joey
Phoebe,Rachel
Phoebe,Ross
Rachel,Ross
Chandler,JillGoodacre
Rachel,Phoebe
Rachel,MrHeckles
Phoebe,MrHeckles
Rachel,Monica
Rachel,Ross
Rachel,Joey
Rachel,Paolo
Monica,Paolo
Ross,Paolo
Joey,Paolo
Ross,Rachel
Phoebe,Rachel
Phoebe,Paolo
Chandler,JillGoodacre
Rachel,Paolo
Ross,Joey
Ross,Rachel
Rachel,Monica
Phoebe,Rachel
Monica,Phoebe
Ross,Paolo
JillGoodacre,Chandler
Phoebe,Monica
Phoebe,Ross
Phoebe,Joey
Phoebe,Rachel
Phoebe,Paolo
Ross,Joey
Ross,Phoebe
Paolo,Rachel
Ross,Joey
JillGoodacre,Chandler
