Source,Target
Rachel,Phoebe
Rachel,Chandler
Rachel,Ross
Rachel,Phoebe
Phoebe,Ross
Phoebe,Chandler
Ross,Gunther
Ross,Rachel
Phoebe,Rachel
Joey,Ross
Joey,Rachel
Joey,Phoebe
Monica,Ross
Monica,Rachel
Monica,Phoebe
Joey,Monica
Phoebe,Ross
Phoebe,Joey
Phoebe,Monica
Phoebe,Rachel
Ross,Joey
Ross,Monica
Ross,Rachel
Rachel,Ben
Monica,Ben
Rachel,Monica
Joey,Chandler
Ben,Monica
Rachel,Ben
Rachel,Monica
Phoebe,Monica
Phoebe,Rachel
Janice,Chandler
Phoebe,Chandler
Monica,Ben
Rachel,Monica
Joey,Rachel
Ben,Monica
Ben,Ross
Ross,Monica
Ross,Rachel
Ross,Ben
Phoebe,Monica
Phoebe,Rachel
Phoebe,Joey
Phoebe,Ross
Chandler,Joey
Ross,Rachel
Ross,Monica
Rachel,Ross
Janice,Chandler
Gunther,Chandler
Joey,Phoebe
Joey,Ross
Joey,Rachel
Joey,Monica
Joey,uglyNakedGuy
Ross,Joey
Ross,Phoebe
Ross,Rachel
Ross,Monica
Chandler,Phoebe
