Source,Target
Monica,clerk
Monica,Richard
Richard,Monica
Chandler,Ross
Ross,Rachel
Phoebe,Joey
Monica,Rachel
Monica,Phoebe
Monica,Ross
Monica,Chandler
Monica,Joey
Monica,Ross
Joey,Rachel
Phoebe,Robert
Robert,Chandler
Chandler,Ross
Robert,Ross
Monica,Richard
Joey,Chandler
Joey,Ross
Phoebe,Robert
Joey,Robert
Joey,Chandler
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Robert,Joey
Robert,Phoebe
Monica,Richard
Phoebe,Robert
Rachel,Joey
Joey,Rachel
Joey,Chandler
Rachel,Joey
Chandler,Joey
Rachel,Robert
Monica,Rachel
Monica,Richard
Phoebe,Chandler
Phoebe,Ross
Phoebe,Robert
Gunther,Robert
Monica,Richard
Richard,RichardsDate
Rachel,Joey
