Source,Target
Rachel,Phoebe
Ross,Chandler
Monica,Chandler
Janine,Joey
Janine,Chandler
Janine,Monica
Janine,Ross
Joey,Chandler
Joey,Monica
Joey,Ross
Chandler,Monica
Chandler,Ross
Monica,Ross
Rachel,Phoebe
Rachel,Ross
Rachel,Monica
Ross,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Ross
Chandler,Joey
Janine,Joey
Rachel,Phoebe
Ross,Chandler
Chandler,Monica
Chandler,Ross
Ross,Chandler
Ross,Joey
Chandler,Joey
Phoebe,Rachel
Chandler,Ross
Monica,Chandler
Ross,Monica
Janine,Joey
Phoebe,Rachel
Ross,Chandler
Ross,Monica
Chandler,Monica
Ross,Janine
Ross,Chandler
