Source,Target
Joey,Monica
Joey,Rachel
Joey,Phoebe
Joey,Chandler
Joey,Ross
Janine,Joey
Janine,Rachel
Janine,Monica
Monica,Rachel
Joey,Monica
Joey,Rachel
Chandler,Rachel
Chandler,Joey
Monica,Chandler
Janine,Joey
Janine,Monica
Janine,Chandler
Joey,Monica
Joey,Chandler
Monica,Chandler
Janine,Joey
Rachel,Phoebe
Rachel,Ross
Ross,Rachel
Ross,Phoebe
Rachel,Phoebe
Janine,Joey
Janine,Monica
Janine,Chandler
Joey,Monica
Joey,Chandler
Monica,Chandler
Ross,Rachel
Ross,Phoebe
Rachel,Phoebe
Joey,Monica
Joey,Chandler
Monica,Chandler
Phoebe,Ross
Phoebe,Rachel
Ross,Rachel
Rachel,Phoebe
Chandler,Monica
Chandler,Joey
Chandler,Janine
Monica,Joey
Monica,Janine
Joey,Janine
Joey,Janine
Janine,Monica
Chandler,Janine
Joey,Chandler
Joey,Monica
Chandler,Monica
Janine,Joey
Janine,Monica
Chandler,Joey
Joey,Chandler
Joey,Monica
Joey,Ross
