Source,Target
Rachel,Monica
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Joey
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Ross
Chandler,Ross
Rachel,Chandler
Chandler,Joey
Chandler,NoraBing
Chandler,housekeeper
Phoebe,soldierInBattle
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Joey
Monica,Joey
Phoebe,Joey
Monica,Phoebe
Joey,Chandler
Joey,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Judy,Monica
Judy,Rachel
Jack,Monica
Jack,Rachel
Chandler,Ross
Ross,Jack
Chandler,Jack
Monica,Ross
Monica,Chandler
Judy,Chandler
Judy,Ross
Rachel,Ross
Monica,Rachel
Ross,Jack
Ross,Judy
Monica,Ross
Monica,Chandler
Monica,Rachel
Ross,Chandler
Monica,Chandler
Monica,Judy
Judy,Jack
Chandler,Monica
Ross,Chandler
Phoebe,Chandler
Rachel,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Phoebe
Judy,Rachel
Jack,Judy
Jack,Rachel
Rachel,Chandler
Rachel,Ross
Chandler,Jack
Chandler,Judy
Ross,Jack
Ross,Judy
Judy,Monica
Monica,Chandler
Ross,Chandler
Judy,Chandler
Judy,Ross
Ross,Jack
Ross,Monica
Chandler,Jack
Rachel,Monica
Monica,Chandler
doctor_5_8,paramedic
Ross,paramedic
doctor_5_8,Jack
doctor_5_8,Monica
doctor_5_8,Chandler
Judy,Jack
Judy,Rachel
Judy,Monica
Judy,Ross
Judy,Chandler
Judy,doctor_5_8
Monica,Jack
Monica,Chandler
Chandler,Ross
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Ross,Joey
Ross,Rachel
Ross,Phoebe
Chandler,Monica
Chandler,duck
Chandler,Monica
Chandler,Joey
Joey,Monica
Phoebe,soldierInHosp
