Source,Target
Ross,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Monica,Phoebe
Monica,Joey
Phoebe,Joey
Ross,Rachel
Phoebe,Joey
Chandler,Monica
Chandler,Joey
Phoebe,Monica
Ross,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Monica,Chandler
Phoebe,Joey
Phoebe,Joey
Phoebe,Rick
Joey,Rick
Ross,Rachel
Phoebe,Joey
Phoebe,Rick
Joey,Rick
Ross,Rachel
Phoebe,Joey
Monica,Rachel
Chandler,Rachel
Chandler,Monica
Phoebe,Ross
Phoebe,Rachel
Ross,Rachel
Chandler,Joey
Monica,Chandler
Monica,Joey
