Source,Target
Chandler,Ross
Chandler,Monica
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Ross,Joey
Monica,Chandler
Monica,Chandler
Monica,Chandler
Chandler,Joey
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Joey
Chandler,Monica
Phoebe,Rachel
Julie,Ross
Rachel,Joey
Rachel,Monica
Rachel,Phoebe
Rachel,Chandler
Ross,Monica
Ross,Joey
Ross,Chandler
Ross,Phoebe
Rachel,Julie
Monica,Julie
Rachel,Ross
Rachel,Michael
waiter_2_7,Michael
Phoebe,Joey
Chandler,Monica
Rachel,Michael
waiter_2_7,Michael
Rachel,phoneGuy
Rachel,Ross
Rachel,Michael
Chandler,Monica
Ross,Rachel
Ross,Julie
Ross,Rachel
Phoebe,Joey
Ross,Rachel
Rachel,Ross
Monica,Chandler
