Source,Target
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Rachel
Ross,Joey
Monica,Chandler
Monica,Phoebe
Monica,Joey
Monica,Ross
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Chandler
Monica,Joey
Monica,Ross
Phoebe,Chandler
Monica,Chandler
Monica,Phoebe
Monica,Joey
Monica,Ross
Phoebe,Ross
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Ross
Rachel,Monica
Joey,Monica
Rachel,Chandler
Monica,Rachel
Rachel,Barry
Chandler,Danielle
Chandler,Monica
Chandler,Ross
Monica,Chandler
Monica,Phoebe
Monica,Joey
Monica,Ross
Joey,Monica
Joey,Chandler
Joey,Phoebe
Joey,Ross
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Barry
Bernice,Barry
Robbie,Barry
Robbie,Rachel
Chandler,Monica
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Phoebe
Chandler,Ross
Chandler,Monica
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,Monica
Ross,Rachel
Ross,Phoebe
Ross,Rachel
Ross,Chandler
Ross,Phoebe
Rachel,Mindy
Rachel,Chandler
Rachel,Mindy
Monica,Chandler
Joey,Chandler
Joey,Monica
Chandler,Rachel
Joey,Rachel
Monica,Rachel
Rachel,Joey
Monica,Joey
Rachel,Joey
Chandler,Monica
Danielle,Chandler
Chandler,Monica
Rachel,Mindy
Joey,Rachel
Joey,Mindy
Chandler,Ross
Chandler,Joey
Chandler,Monica
Ross,Phoebe
Joey,Monica
Joey,Sydney
Joey,Monica
Chandler,Monica
Monica,Joey
Monica,Sydney
Barry,Rachel
Barry,Mindy
Barry,Bernice
Rachel,Monica
Joey,Rachel
Joey,Monica
Joey,Phoebe
Ross,Joey
Danielle,Chandler
Danielle,Rachel
Danielle,Monica
Danielle,Phoebe
Danielle,Joey
Danielle,Chandler
Danielle,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
