Source,Target
Ross,Marcel
Ross,Monica
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Chandler
Joey,Phoebe
Joey,Ross
Joey,Monica
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Phoebe
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Monica
Rachel,Joey
David,Max
Max,Phoebe
David,Phoebe
Chandler,Joey
Ross,Marcel
Rachel,Phoebe
Rachel,Ross
Rachel,Phoebe
Phoebe,Monica
Phoebe,Chandler
Chandler,Ross
Chandler,Monica
Joey,Chandler
Ross,Monica
Ross,Chandler
David,Phoebe
Ross,Monica
Chandler,Monica
Joey,Chandler
Joey,Rachel
Ross,Rachel
Ross,Joey
Ross,Monica
Ross,Chandler
Max,Phoebe
Phoebe,David
Phoebe,Max
David,Max
Phoebe,David
Janice,Monica
Janice,Chandler
Monica,Chandler
Sandy_date,Monica
Sandy_date,Joey
Monica,Ross
Monica,Marcel
Ross,Marcel
Rachel,Monica
Rachel,Phoebe
Rachel,Monica
Joey,Sandy_date
Ross,Chandler
Janice,Chandler
Janice,Ross
Monica,funBobby
Joey,funBobby
Joey,Monica
Janice,Chandler
Ross,Chandler
David,Phoebe
Max,Phoebe
Max,David
Joey,kids
Chandler,girl_1_10
Joey,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Rachel
Phoebe,Monica
Monica,funBobby
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Joey
Ross,Joey
Joey,Chandler
Ross,Rachel
