Source,Target
Chandler,Monica
Ross,Chandler
Ross,Joey
Chandler,Joey
Janine,Joey
Janine,Ross
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Joey,Rachel
Joey,Monica
Joey,Phoebe
Ross,Rachel
Ross,Monica
Ross,Phoebe
Jack,Monica
Jack,Ross
Judy,Monica
Judy,Ross
Monica,Jack
Monica,Judy
Chandler,Jack
Chandler,Judy
Monica,Jack
Monica,Judy
Chandler,Jack
Chandler,Judy
Phoebe,Rachel
Monica,Chandler
Monica,Jack
Chandler,Jack
Rachel,Ross
Rachel,Joey
Ross,Joey
Ross,Joey
Rachel,Phoebe
Judy,Monica
Judy,Chandler
Jack,Judy
Jack,Chandler
Jack,Monica
Chandler,Ross
Chandler,Ross
Chandler,Monica
Ross,Monica
Monica,Phoebe
Monica,Jack
Joey,Rachel
Monica,Ross
Joey,Ross
Ross,Rachel
Rachel,Joey
Joey,Judy
Joey,Jack
Joey,Monica
Joey,Chandler
Joey,Phoebe
Phoebe,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Jack
Rachel,Judy
Rachel,Monica
Rachel,Ross
Joey,Ross
Rachel,Chandler
Rachel,Phoebe
Ross,Monica
Monica,Jack
Monica,Judy
Ross,Judy
Ross,Jack
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Jack
Phoebe,Judy
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,Jack
Rachel,Judy
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Jack
Joey,Judy
Judy,Phoebe
Judy,Joey
Judy,Rachel
Judy,Monica
Judy,Ross
Judy,Chandler
Jack,Chandler
Jack,Ross
Jack,Monica
Jack,Ross
Chandler,Jack
Chandler,Judy
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Jack
Joey,Judy
Joey,Monica
