Source,Target
Joey,Rachel
Joey,Ross
Rachel,Ross
Rachel,Joey
Rachel,Chandler
Chandler,Monica
Rachel,Ross
Rachel,Monica
Chandler,Ross
Chandler,Rachel
Joey,Chandler
Ross,Phoebe
Ross,Monica
Ross,Chandler
Phoebe,Monica
Phoebe,Chandler
Monica,Chandler
Joey,Phoebe
Joey,Chandler
Joey,Monica
Rachel,Monica
Monica,Chandler
Phoebe,Joey
Ross,Phoebe
Ross,Joey
Monica,Rachel
Monica,Rachel
Monica,DrMiller
Rachel,DrMiller
Monica,Rachel
Chandler,Joey
Ross,Chandler
Ross,Joey
Joey,Monica
Joey,Rachel
Joey,Phoebe
Joey,Ross
Chandler,Monica
Chandler,Rachel
Chandler,Phoebe
Chandler,Ross
Ross,Phoebe
Chandler,Joey
Phoebe,Ross
Monica,Ross
Monica,Phoebe
Rachel,Ross
Rachel,Phoebe
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Monica,Rachel
Monica,Joey
Chandler,Phoebe
Chandler,Monica
Ross,Phoebe
Joey,Stanley
Monica,Joey
Rachel,Phoebe
Rachel,Ross
Rachel,Monica
Phoebe,Ross
Phoebe,Monica
Ross,Monica
