Source,Target
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Joey,Monica
Joey,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Chandler,Monica
Ross,Charlie
Amy,Ross
Amy,Charlie
Ross,Rachel
Amy,Rachel
Amy,Joey
Ross,Amy
Ross,Joey
Amy,Rachel
Emma,Rachel
Amy,Rachel
Phoebe,nachoGuy
Mike,Phoebe
Monica,Joey
Chandler,Joey
Amy,Rachel
Amy,Joey
Rachel,Joey
Joey,Rachel
Amy,Rachel
Amy,Joey
Monica,Ross
Monica,Phoebe
Chandler,Ross
Chandler,Phoebe
Phoebe,Chandler
Phoebe,Monica
Phoebe,Ross
Phoebe,Rachel
Chandler,Monica
Chandler,Ross
Chandler,Rachel
Monica,Ross
Monica,Rachel
Ross,Rachel
Amy,Rachel
Ross,Rachel
Amy,Rachel
Amy,Ross
Joey,Chandler
Joey,Monica
Chandler,Monica
Chandler,Monica
Chandler,agencyPerson
Amy,Emma
Amy,Chandler
Amy,Monica
Amy,Rachel
Ross,Rachel
Ross,Emma
Ross,Amy
Ross,Monica
Ross,Chandler
Amy,Rachel
Amy,Ross
Amy,Chandler
Phoebe,Mike
Amy,Rachel
Rachel,Joey
Phoebe,Mike
Joey,agencyPerson
Rachel,Amy
Phoebe,Mike
Rachel,Amy
Amy,falafelGuy
