Source,Target
Monica,Ross
Chandler,Ross
Rachel,Ross
Rachel,Monica
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Joey,Charlie
Joey,Rachel
Joey,Ross
Joey,Monica
Joey,Chandler
Charlie,Joey
Charlie,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Joey,Rachel
Ross,Charlie
Joey,Charlie
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Chandler,Monica
Joey,Charlie
Rachel,spaReceptionist
Phoebe,spaReceptionist
Ross,Joey
Chandler,Monica
Chandler,nurse_9_21
Chandler,Monica
Chandler,Janice
Chandler,Monica
Chandler,Janice
Monica,Janice
Chandler,Janice
Rachel,Phoebe
Joey,Ross
Chandler,nurse_9_21
Chandler,Janice
Phoebe,Rachel
Charlie,Ross
Charlie,Joey
Ross,Joey
DrConnely,Chandler
Chandler,Monica
Phoebe,spaReceptionist
