Source,Target
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Emma
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Rachel
Ross,Joey
Rachel,Joey
Phoebe,Joey
Chandler,Monica
Rachel,doctorPhone
Rachel,Ross
Phoebe,Joey
Rachel,Monica
Rachel,Chandler
Monica,Chandler
Mike,Joey
Mike,Phoebe
Mike,Joey
Mike,MaryEllen
Phoebe,Joey
Phoebe,MaryEllen
Joey,MaryEllen
Chandler,Monica
Monica,h.hunter(phone)
Rachel,receptionist_9_3
Ross,DrGettleman
Rachel,Ross
Mike,Joey
Mike,Phoebe
Mike,MaryEllen
Joey,Phoebe
Joey,MaryEllen
Phoebe,MaryEllen
Chandler,Monica
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Ross,Chandler
Ross,Monica
Chandler,Monica
Mike,Joey
Phoebe,Joey
Ross,Sally
Chandler,Ross
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Joey
Chandler,Monica
Monica,Joey
Chandler,Joey
