Source,Target
Ross,Rachel
Ross,Chandler
Ross,Joey
Joey,Monica
Joey,Chandler
Joey,Phoebe
Phoebe,Monica
Rachel,Monica
Rachel,Phoebe
Chandler,Joey
Ross,Elizabeth
fireman1,Phoebe
fireman1,Rachel
fireman1,Joey
fireman1,Chandler
fireman1,Monica
Monica,Joey
Monica,Chandler
Rachel,Phoebe
Chandler,Joey
Chandler,Monica
Chandler,Dana
Joey,Monica
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Joey,Phoebe
Ross,Elizabeth
Phoebe,Rachel
Phoebe,fireman2
Rachel,fireman2
Joey,Rachel
Monica,Phoebe
Joey,Phoebe
Ross,Monica
Ross,Monica
Monica,Joey
Chandler,Joey
Chandler,Monica
Chandler,Ross
Monica,Joey
Chandler,Dana
Monica,Phoebe
Rachel,Joey
Ross,Elizabeth
Ross,Mel
Ross,Lydia
Ross,Burt
Rachel,Joey
Chandler,Joey
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Rachel
Phoebe,Joey
Rachel,Joey
Ross,Elizabeth
Joey,Chandler
