Source,Target
Chandler,Joey
Rachel,Phoebe
Chandler,Monica
Chandler,Joey
Chandler,Ross
Chandler,Rachel
Joey,Monica
Rachel,Ross
Joey,Rachel
Chandler,Ross
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
FrankJr,Monica
FrankJr,Chandler
FrankJr,Joey
FrankJr,Rachel
FrankJr,Ross
Chandler,Joey
Chandler,Joey
Monica,Joey
Phoebe,FrankJr
Ross,Chandler
Ross,Rachel
Chandler,Rachel
Phoebe,FrankJr
Monica,Phoebe
FrankJr,Monica
FrankJr,Phoebe
Chandler,Monica
Monica,Joey
Joey,Chandler
Phoebe,Monica
Phoebe,FrankJr
Monica,Joey
Monica,Chandler
Ross,Joey
Ross,Monica
Ross,Rachel
Phoebe,FrankJr
FrankJr,Jasmine
Phoebe,Jasmine
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Joey
Rachel,customer_3_5
Ross,Monica
Ross,Rachel
Ross,Joey
Monica,Rachel
Ross,IsabellaRossellini
Rachel,IsabellaRossellini
Ross,Chandler
Chandler,IsabellaRossellini
Ross,Rachel
Chandler,Joey
