Source,Target
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Ross
Chandler,Rachel
Chandler,Monica
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Joey
Ross,Chandler
Phoebe,Chandler
Chandler,Ross
MrHeckles,Monica
MrHeckles,Rachel
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
MrHeckles,Rachel
MrHeckles,Monica
MrHeckles,Phoebe
MrHeckles,Joey
MrHeckles,Chandler
MrHeckles,Ross
MrTreeger,Rachel
MrTreeger,Monica
MrTreeger,Phoebe
MrTreeger,Joey
MrTreeger,Chandler
MrTreeger,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Phoebe
Phoebe,Ross
Joey,Monica
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Monica
MrTreeger,MrBuddyDoyle
MrTreeger,Monica
Janitor,Rachel
Monica,MrBuddyDoyle
Chandler,MrBuddyDoyle
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Monica,Rachel
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Monica
Monica,Rachel
Phoebe,Ross
Chandler,Ross
Joey,Chandler
Joey,Phoebe
Chandler,Joey
Chandler,Joey
Chandler,Janice
Chandler,Ross
Janice,Rachel
Janice,Monica
Janice,Phoebe
Janice,Joey
Janice,Chandler
Janice,Ross
Janice,Chandler
Rachel,Monica
Phoebe,Ross
Phoebe,Monica
Phoebe,Rachel
Rachel,Monica
Phoebe,Rachel
Monica,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Rachel,Chandler
Monica,Chandler
Rachel,Chandler
Monica,Rachel
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Rachel
Joey,Chandler
Ross,Chandler
Chandler,Allison
