Source,Target
Chandler,Joey
Joey,duck
Joey,chick
Chandler,duck
Chandler,chick
Monica,Ross
Monica,Chip
Ross,Rachel
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Joey
Phoebe,Ross
Ross,Chandler
Ross,Joey
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Phoebe,cat/Lilly
Phoebe,Ross
Phoebe,Chandler
Phoebe,Rachel
Chandler,Joey
Monica,Rachel
Ross,Chandler
Ross,Joey
Phoebe,cat/Lilly
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Rachel
Joey,Tony
Joey,Peter
Chandler,Tony
Chandler,Peter
Joey,Chandler
Rachel,Ross
Rachel,Monica
Rachel,Joey
Rachel,Chandler
Ross,Joey
Ross,Chandler
Ross,Monica
Ross,Rachel
Monica,Joey
Monica,Chandler
Monica,Rachel
Monica,Ross
Monica,Rachel
Monica,Chandler
Chandler,Joey
Joey,Phoebe
Joey,Chandler
Monica,Phoebe
Rachel,Phoebe
Chandler,Phoebe
Rachel,Monica
Rachel,Chip
Joey,thief
Chip,Monica
Chandler,Joey
Monica,Chip
Phoebe,Chandler
Phoebe,Joey
Rachel,Chandler
Rachel,Joey
Phoebe,cat/Lilly
Monica,Chandler
Rachel,Monica
Ross,Chandler
Ross,Joey
Phoebe,Ross
Phoebe,Monica
Phoebe,Rachel
Phoebe,Monica
Monica,Rachel
Phoebe,Ross
Ross,Rachel
Ross,cat/Lilly
Phoebe,Rachel
Phoebe,Chandler
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Chandler,Joey
