Source,Target
Joey,Chandler
Gunther,Chandler
Chandler,Monica
Chandler,Joey
Monica,Joey
Chandler,Joey
Ross,Joey
Ross,Phoebe
Ross,Monica
Ross,Chandler
Chandler,Joey
Rachel,Ross
Monica,Phoebe
Monica,saleswoman
Chandler,Joey
Monica,Phoebe
Chandler,Joey
Chandler,Rachel
Joey,Rachel
Ross,Chandler
Ross,Rachel
Ross,Joey
Joey,Chandler
Joey,Rachel
Joey,Ross
Rachel,Joshua
Gunther,Rachel
Gunther,Joshua
Chandler,Joey
Chandler,Marjorie
Monica,Phoebe
Phoebe,Monica
Chandler,Monica
Chandler,Phoebe
Joey,Monica
Joey,Phoebe
Joey,Chandler
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Ross,Rachel
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Rachel,Joshua
