Source,Target
Chandler,Rachel
Joey,Phoebe
Joey,Chandler
Joey,Monica
Joey,Ross
Phoebe,Chandler
Phoebe,Ross
Phoebe,Monica
Ross,Monica
Ross,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Joey,Phoebe
Joey,Ross
Chandler,Rachel
Monica,Joey
Ross,Monica
Ross,Joey
Monica,Joey
Chandler,Rachel
Monica,Phoebe
David,Phoebe
Chandler,Rachel
Rachel,Joey
Chandler,Joey
Monica,Ross
Monica,Frannie'sFriend
Monica,Frannie'sMate
waiter_7_11,Phoebe
waiter_7_11,Joey
Phoebe,Joey
David,Phoebe
Chandler,Rachel
Ross,auntMillie
Ross,Monica
Frannie,Monica
Frannie,Ross
Monica,Stuart
Frannie,Stuart
Ross,Monica
Phoebe,David
Phoebe,Joey
Rachel,Chandler
Rachel,Joey
Chandler,Joey
Monica,Ross
Ross,auntMillie
