Source,Target
Phoebe,Joey
Chandler,Monica
Chandler,Ross
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Chandler,Wendy
Chandler,Claudia
Chandler,Ken
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Phoebe
Chandler,Rachel
Phoebe,Rachel
Joey,Phoebe
Joey,Rachel
Joey,Ross
Joey,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Chandler,Monica
Monica,Ross
Monica,Ben
Ross,Ben
Chandler,Ben
Chandler,Ross
Chandler,Monica
Ross,Monica
Chandler,Ken
Chandler,Claudia
Chandler,Wendy
Chandler,Monica
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Wendy
Chandler,Wendy
Chandler,Monica
Chandler,Monica
Chandler,Monica
Chandler,Monica
Rachel,Ross
Phoebe,Joey
Phoebe,Monica
Phoebe,Ross
Phoebe,Rachel
Rachel,Joey
Rachel,Monica
Rachel,Ross
Rachel,Phoebe
Ross,Joey
Ross,Monica
Ross,Rachel
Ross,Phoebe
Monica,Joey
Monica,Rachel
Monica,Ross
Monica,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Chandler
