Source,Target
Gunther,Rachel
Mark,Rachel
Mark,Gunther
Pete,Monica
Monica,Chandler
Monica,Phoebe
Monica,Ross
Joey,Monica
Joey,Chandler
Joey,Phoebe
Joey,Ross
Joey,Kate
Phoebe,Rachel
Gunther,Rachel
Chandler,Joey
Ross,Chandler
Ross,Joey
Ross,Rachel
Pete,Phoebe
Pete,Chandler
Pete,Joey
Pete,Monica
Monica,Chandler
Monica,Phoebe
Monica,Joey
Joey,Kate
director_3_19,Kate
director_3_19,Joey
Chandler,Ross
Rachel,Ross
Mark,Ross
Chandler,Ross
Rachel,Mark
Pete,Monica
Chandler,Joey
Joey,Kate
director_3_19,Joey
director_3_19,Kate
Phoebe,Chandler
Rachel,Monica
Phoebe,Chandler
