Source,Target
Chandler,Eddie
Rachel,Joey
Monica,Joey
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Phoebe,Joey
Estelle,Joey
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Rachel,Ross
Rachel,Phoebe
Ross,Joey
Chandler,Eddie
Gunther,Joey
Monica,Chandler
Chandler,Eddie
Joey,castingDir_2_19
Phoebe,Monica
Phoebe,Rachel
Monica,Rachel
Joey,Ross
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Eddie,Chandler
Eddie,Monica
Eddie,Rachel
Eddie,Phoebe
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Chandler,Eddie
Joey,Eddie
Chandler,Joey
