Source,Target
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Monica,Phoebe
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Rachel
Phoebe,RobDonnen
Chandler,Joey
Joey,Erika
Chandler,Erika
Ross,MrLipson
Phoebe,kids
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Phoebe,RobDonnen
Erika,Joey
waiter,Erika
Ross,zooKeeper
Erica,Joey
Phoebe,kids
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Phoebe,RobDonnen
Ross,zooKeeper
Ross,Monica
Ross,Chandler
Ross,Rachel
Ross,Joey
Phoebe,kids
Ross,Chandler
Ross,Joey
Joey,Rachel
Rachel,Monica
Joey,Erika
Erika,Rachel
Erika,Monica
Erika,Joey
Erika,Chandler
Erika,Ross
Monica,Rachel
Chandler,Ross
Ross,Erika
Rachel,Erika
Rachel,Joey
Monica,Erika
Monica,Joey
Chandler,Joey
Joey,Erika
Ross,Joey
Joey,Rachel
Joey,Monica
Joey,Chandler
Joey,Ross
Phoebe,RobDonnen
Ross,Rachel
Ross,Monica
Ross,Joey
Ross,Chandler
Phoebe,Rachel
Phoebe,littleBoy
Chandler,littleBoy
Chandler,Ross
Ross,guy
Ross,Marcel
Marcel,Joey
Marcel,Chandler
Marcel,Ross
Phoebe,RobDonnen
