Source,Target
Chandler,Joey
Phoebe,Chandler
Phoebe,Joey
Monica,Chandler
Monica,Joey
Monica,Ross
Monica,Phoebe
Ross,Chandler
Ross,Joey
Ross,Monica
Ross,Phoebe
Ross,Rachel
Phoebe,Rachel
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Phoebe,Monica
Richard,Phoebe
Richard,Monica
Chandler,Joey
Richard,Monica
Richard,Phoebe
Monica,Phoebe
Rachel,Ross
Chandler,Joey
Ross,Chandler
Ross,Joey
Rachel,Chandler
Rachel,Joey
Rachel,Ross
Rachel,Ross
Chandler,Ross
Monica,Richard
Phoebe,Chandler
Phoebe,Joey
Ross,Joey
Ross,Chandler
Ross,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Phoebe
Monica,Chandler
Monica,Joey
Monica,Ross
Phoebe,Ross
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Ross
Monica,Richard
Ross,Rachel
Ross,Rachel
Chandler,Joey
