Source,Target
Rachel,Joey
Rachel,Monica
Rachel,Chandler
Chandler,Joey
Monica,Erica
Ross,Erica
Ross,Monica
Monica,Ross
Ross,Chandler
Ross,Joey
Monica,Ross
Monica,Chandler
Monica,Joey
Ross,Joey
Ross,Chandler
Joey,Chandler
Ross,Phoebe
Ross,Monica
Phoebe,Monica
Joey,Phoebe
Joey,Monica
Joey,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Ross,Joey
Ross,Chandler
Joey,Chandler
Phoebe,Rachel
Ross,Joey
Chandler,Monica
Phoebe,Rachel
Phoebe,Monica
Phoebe,Ross
Rachel,Monica
Ross,Joey
Rachel,Chandler
Phoebe,Chandler
Rachel,Chandler
Phoebe,Chandler
Chandler,Rachel
Monica,Ross
Chandler,Ross
Chandler,Monica
Phoebe,Monica
Phoebe,Chandler
Phoebe,Ross
Rachel,Joey
Rachel,Ross
Rachel,Joey
Rachel,Phoebe
Rachel,Monica
Rachel,Chandler
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Joey
Ross,Monica
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Monica,Phoebe
Monica,Joey
Phoebe,Joey
Chandler,Monica
Chandler,Joey
Chandler,Erica
Monica,Erica
Phoebe,Erica
Joey,Erica
Monica,Chandler
Monica,Joey
Monica,Phoebe
Chandler,Joey
Ross,Rachel
Phoebe,Joey
