Source,Target
Rachel,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Ross
Ross,nurse1
Rachel,nurse1
Rachel,DrLong
Rachel,Ross
Ross,Rachel
Ross,Julie_8_23
Ross,Marc
Rachel,Julie_8_23
Rachel,Marc
Julie_8_23,Marc
Monica,Phoebe
Monica,Phoebe
Monica,Chandler
Monica,Joey
Phoebe,Chandler
Phoebe,Joey
Chandler,Joey
Monica,Chandler
Rachel,Ross
Rachel,Julie_8_23
Ross,Julie_8_23
Judy,Ross
Judy,Rachel
Ross,Rachel
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
SickBastard,EvilBitch
SickBastard,Ross
SickBastard,Rachel
EvilBitch,Ross
EvilBitch,Rachel
Monica,Chandler
Joey,Phoebe
Phoebe,Cliff
Phoebe,Joey
Ross,Rachel
womanInContr.,Rachel
womanInContr.,Ross
Phoebe,secondNurse
Joey,secondNurse
Phoebe,Joey
Monica,Chandler
Monica,nurse3
Chandler,nurse3
Phoebe,Joey
DrLong,Rachel
DrLong,Ross
Rachel,womanGivingBirth
Clifford,Joey
Joey,Phoebe
Rachel,Ross
Rachel,Janice
Rachel,Sid
Ross,Janice
Ross,Sid
Janice,Sid
