Source,Target
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Ross,Joey
Ross,Rachel
Joey,Rachel
Joey,Rachel
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Joey
Ross,student_8_12
Ross,students
Rachel,Joey
Rachel,waitress_8_12
Joey,waitress_8_12
Monica,Chandler
Rachel,Joey
Ross,Rachel
Rachel,Joey
Monica,Chandler
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Ross,students
Joey,Mable
Phoebe,Monica
Phoebe,Chandler
Phoebe,Ross
Phoebe,Ben
Monica,Chandler
Monica,Ross
Monica,Ben
Chandler,Ross
Chandler,Ben
Ross,Ben
Joey,Rachel
Ross,students
