Source,Target
Joey,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Joey,Rachel
Rachel,Joey
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Ross
Rachel,Phoebe
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Joey,Estelle
Joey,Rachel
Monica,Joey
Phoebe,Joey
Joey,Chandler
Phoebe,Monica
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Chandler,Joey
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Ross,Monica
Rachel,Ross
Phoebe,Ross
Monica,Ross
Joey,Chandler
Rachel,Ross
Rachel,DrLong
Ross,DrLong
Chandler,Joey
Ross,Rachel
Ross,Monica
Ross,Phoebe
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Chandler,Joey
Ross,Rachel
Monica,Phoebe
