Source,Target
Rachel,Monica
Rachel,Joey
Rachel,Ross
Gunther,Melissa
Rachel,Melissa
Rachel,Monica
Rachel,Joey
Rachel,Ross
Monica,Joey
Monica,Ross
Joey,Ross
Monica,Rachel
Monica,Chandler
Joey,Monica
Joey,Chandler
Joey,Rachel
Chandler,Rachel
Phoebe,Joey
Phoebe,Joey
Phoebe,Rachel
Joey,Rachel
Chandler,Ross
Joey,Monica
Melissa,Rachel
Melissa,Phoebe
Rachel,Phoebe
Monica,Chandler
Monica,Joey
Phoebe,Rachel
Phoebe,Melissa
Rachel,Melissa
Monica,Chandler
Monica,Ross
Chandler,Ross
Joey,Monica
Joey,Chandler
Joey,Ross
Rachel,Melissa
Rachel,Phoebe
Rachel,Chandler
