Source,Target
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Monica
Phoebe,Ross
Ross,Marcel
Monica,Ross
Rachel,Ross
Rachel,Marcel
Rachel,Monica
Joey,Chandler
Rachel,Phoebe
Monica,Rachel
Monica,Phoebe
Monica,Phoebe
Monica,Rachel
Monica,teacher
Rachel,Monica
Phoebe,Monica
Rachel,Phoebe
Monica,teacher
teacher,fakeMonica
Monica,fakeMonica
Ross,Chandler
Ross,Joey
Chandler,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Rachel
Chandler,Rachel
Ross,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Phoebe
Monica,Rachel
Monica,fakeMonica
Rachel,fakeMonica
Monica,fakeMonica
Ross,Marcel
Phoebe,Ross
Rachel,Ross
Joey,Chandler
Joey,Phoebe
Ross,DrBalharar
Ross,Chandler
Ross,Joey
Ross,Marcel
Monica,creditCardGuy
Monica,fakeMonica
Phoebe,Marcel
Ross,Marcel
Chandler,Marcel
Joey,Ross
Joey,Marcel
Rachel,Marcel
Ross,Marcel
Ross,flightWoman
director_1_21,Joey
