Source,Target
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Chandler,Monica
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Ross,Rachel
Rachel,Chandler
Rachel,Monica
Ross,Phoebe
Rachel,Monica
Chandler,Phoebe
Chandler,Monica
Chandler,Phoebe
Rachel,Monica
Rachel,Chandler
Chandler,Monica
Monica,Phoebe
Phoebe,Ross
Chandler,Ross
Ross,Joey
Chandler,Kathy
Joey,Gunther
Joey,Chandler
Joey,Kathy
Monica,Rachel
Monica,receptionist_4_8
Monica,DrTimothyBurke
Joey,Chandler
Chandler,duck
Chandler,chick
Joey,duck
Joey,chick
Monica,DrTimothyBurke
Monica,Joey
Monica,Ross
Monica,Rachel
Monica,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Rachel,Joey
Monica,Ross
Chandler,Rachel
Chandler,Joey
Chandler,Phoebe
Chandler,Ross
Ross,Rachel
Monica,DrTimothyBurke
Phoebe,DrTimothyBurke
Joey,DrTimothyBurke
Rachel,DrTimothyBurke
Chandler,DrTimothyBurke
Chandler,Joey
Monica,DrTimothyBurke
Rachel,Monica
Phoebe,Monica
Phoebe,Chandler
Joey,Chandler
Ross,Rachel
Monica,Rachel
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Rachel
Monica,DrTimothyBurke
Joey,Kathy
Phoebe,Kathy
Rachel,Kathy
Chandler,Kathy
Joey,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Ross
