Source,Target
Ross,Phoebe
manInCab,Ross
manInCab,Phoebe
Joey,Chandler
Joey,Monica
Phoebe,Ross
Chandler,Monica
Joey,Monica
Joey,Chandler
Joey,Chandler
Phoebe,Ross
ticketAgent,Ross
ticketAgent,Phoebe
Rachel,gateAttendant
Phoebe,Monica
Ross,Monica
Ross,Phoebe
Joey,Chandler
Joey,Chandler
Joey,Monica
Chandler,Monica
Phoebe,Ross
Phoebe,Rachel
Rachel,nervousPass.
Rachel,stewardess
nervousPass.,stewardess
nervousPass.,femailePass.
stewardess,femalePass.
anotherPass.,nervousPass.
Monica,Chandler
Monica,Joey
Joey,Chandler
Joey,duckJr
Joey,chickJr
Chandler,duckJr
Chandler,chickJr
Joey,Chandler
Phoebe,Ross
Rachel,Phoebe
Rachel,Ross
Phoebe,Ross
Chandler,Monica
Monica,Joey
Phoebe,Chandler
Phoebe,Monica
Joey,Phoebe
Ross,Rachel
Ross,Rachel
Monica,moverGuy1
Monica,moverGuy2
Rachel,Ross
Phoebe,Joey
Chandler,Monica
Chandler,babyErica
Chandler,babyJack
Monica,babyErica
Monica,babyJack
Phoebe,Monica
Phoebe,Chandler
Phoebe,Ross
Phoebe,Rachel
Phoebe,Joey
Monica,Ross
Monica,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
