Source,Target
Chandler,Ross
Joey,Ross
Chandler,Joey
Ross,Kristen
Phoebe,Monica
Phoebe,Rachel
Rachel,Joey
Joey,Chandler
Rachel,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Lorraine,Joey
Lorraine,Chandler
Chandler,Janice
Chandler,Joey
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Joey,Lorraine
Chandler,Janice
Chandler,Joey
Chandler,Janice
Chandler,Janice
Monica,Chandler
Monica,Janice
Rachel,Janice
Rachel,Joey
Joey,Janice
Ross,Janice
Ross,Monica
Ross,Kristen
Susan,Carol
Ross,Carol
Ross,Susan
Phoebe,Monica
Phoebe,Rachel
Monica,Rachel
Chandler,Joey
Chandler,Janice
Joey,Janice
Ross,waiter
Ross,Kristen
Susan,Carol
Ross,Carol
Kristen,Carol
Monica,firemanDave
Monica,Charlie
Monica,Ed
Phoebe,firemanDave
Phoebe,Charlie
Phoebe,Ed
Chandler,Janice
Chandler,Joey
Ross,Carol
Monica,firemanDave
Monica,firemanCharlie
Monica,firemanEd
Phoebe,firemanDave
Phoebe,firemanCharlie
Phoebe,firemanEd
Rachel,firemanDave
Rachel,firemanCharlie
Rachel,firemanEd
firemanDave,firemanCharlie
firemanDave,firemanEd
firemanCharlie,firemanEd
