Source,Target
Rachel,Joey
Rachel,Ross
Rachel,Monica
Chandler,MsTedlock
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Rachel
Chandler,Phoebe
Chandler,Ross
Monica,Phoebe
Monica,Rachel
Monica,Joey
Monica,Phoebe
Monica,Rachel
Monica,Phoebe
Ross,Joey
Ross,Chandler
Ross,Rachel
Ross,Monica
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Joey
Celia,Ross
Celia,Marcel
Ross,Marcel
Monica,Joey
Chandler,Rachel
Chandler,Phoebe
Chandler,Rachel
Chandler,Monica
Monica,Wendy
Monica,Rachel
Chandler,Rachel
Chandler,Monica
Celia,Ross
Joey,Ross
Chandler,Ross
Chandler,Joey
Chandler,MrCostilick
Chandler,Ross
Chandler,Joey
Chandler,Phoebe
Chandler,Helen
Monica,Wendy
Monica,Rachel
Steve,Rachel
Steve,Monica
Steve,Phoebe
Phoebe,Monica
Steve,Monica
Steve,Rachel
Monica,Rachel
Monica,Steve
Monica,Ross
Monica,Phoebe
Ross,Joey
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Fran
Phoebe,Steve
