Source,Target
Ross,Carol
Ross,Susan
Ben,Ross
Ben,Carol
Susan,Carol
Ross,Joey
Monica,Ross
Monica,Chandler
Monica,Joey
Monica,Ross
Chandler,Ross
Rachel,Joey
Joey,Chandler
Joey,Ross
Joey,Rachel
Joey,Monica
Chandler,Joey
Ross,Chandler
Phoebe,Chandler
Phoebe,Ross
Phoebe,Monica
Phoebe,Rachel
Phoebe,Joey
Chandler,Monica
Rachel,Chandler
Rachel,Ross
Rachel,Joey
Rachel,Phoebe
Rachel,SandraGreen
Monica,SandraGreen
Joey,SandraGreen
Phoebe,SandraGreen
Chandler,SandraGreen
Ross,SandraGreen
Rachel,SandraGreen
Rachel,SandraGreen
Monica,SandraGreen
Monica,Rachel
Rachel,Ross
Rachel,Joey
Phoebe,Joey
Phoebe,Rachel
Phoebe,Monica
Phoebe,Ross
Phoebe,Chandler
Rachel,Monica
Rachel,Chandler
Phoebe,MrAdelman
Joey,MrAdelman
Rachel,SandraGreen
Rachel,Monica
Phoebe,Monica
Phoebe,Rachel
Phoebe,SandraGreen
Rachel,SandraGreen
Monica,SandraGreen
Monica,Chandler
Monica,Joey
Monica,Phoebe
Monica,Ross
Monica,Carol
Ross,Carol
Monica,Ross
Monica,Chandler
Monica,Phoebe
Monica,Joey
Chandler,Joey
Monica,Ben
Ross,Carol
Phoebe,Rachel
Phoebe,Carol
Phoebe,Susan
Monica,Ross
Joey,partyGuest
Phoebe,Chandler
Chandler,partyGuest
Rachel,SandraGreen
Monica,SandraGreen
Rachel,Monica
Ross,Susan
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Ben
Ross,Ben
