Source,Target
Joey,Monica
Joey,Phoebe
Estelle,Joey
Monica,Phoebe
Ross,Monica
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Joey,Monica
Phoebe,Rachel
Chandler,Monica
Cassie,Monica
Cassie,Chandler
Monica,Chandler
Monica,Chandler
Monica,Ross
Chandler,Ross
Joey,castingDir_7_19
Joey,Monica
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Cassie,Ross
Phoebe,Rachel
Monica,Joey
Ross,Cassie
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Joey,castingDir_7_19
Joey,director_7_19
Phoebe,Cassie
