Source,Target
Joey,Chandler
Joey,Rachel
Joey,Monica
Joey,Ross
Joey,Phoebe
Joey,Rachel
Monica,Rachel
Chandler,Ross
Monica,Ross
Gunther,Charlie
Ross,Charlie
Chandler,Monica
Ross,ProfSpafford
Rachel,Joey
Ross,Charlie
Ross,ProfSpafford
Charlie,ProfSpafford
Ross,Charlie
Ross,Phoebe
Ross,Monica
Phoebe,Charlie
Monica,Charlie
Ross,Phoebe
Ross,Monica
Rachel,Charlie
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Monica
Monica,Ross
Monica,Phoebe
Monica,Ross
Monica,Charlie
Joey,Rachel
Joey,Charlie
Joey,Phoebe
Joey,Monica
Joey,Ross
Joey,Kyle
Monica,Kyle
Monica,Joey
Monica,Phoebe
Chandler,bitterWomanStage
Rachel,Monica
Rachel,Matthew
Monica,Matthew
Ross,Charlie
Rachel,Ross
Rachel,Phoebe
Ross,Phoebe
Chandler,bitterWomanStage
Joey,Ross
Joey,Dirk
Ross,Dirk
Joey,Monica
Joey,Rachel
Chandler,Monica
Phoebe,Ross
Rachel,Monica
Rachel,Ross
Charlie,Joey
Rachel,Charlie
Rachel,Joey
Ross,Charlie
Ross,Joey
Chandler,Monica
Chandler,Phoebe
