Source,Target
Phoebe,Chandler
Phoebe,Monica
Phoebe,Ross
Phoebe,Joey
Monica,Chandler
Monica,Ross
Monica,Joey
Monica,Phoebe
Joey,Phoebe
Joey,Monica
Joey,Chandler
Monica,Chandler
Monica,Joey
Monica,Ross
Monica,Rachel
Ross,Joey
Rachel,Chandler
Phoebe,Ross
Phoebe,Monica
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Joey
Parker,Phoebe
Parker,Monica
Parker,Chandler
Parker,Joey
Parker,Rachel
Parker,Ross
Ross,Rachel
Ross,Jack
Ross,Judy
Rachel,Jack
Rachel,Judy
Ross,femaleGuest
Rachel,femaleGuest
Rachel,Jack
Rachel,Judy
Ross,Jack
Ross,Judy
Ross,Rachel
Ross,uncleDan
Ross,auntLisa
Rachel,uncleDan
Rachel,auntLisa
Parker,Phoebe
Parker,Monica
Parker,Chandler
Parker,Joey
Parker,Rachel
Parker,Ross
Chandler,Ross
Chandler,Monica
Chandler,Rachel
Chandler,Joey
Joey,Chandler
Joey,Ross
Joey,Monica
Joey,Rachel
Ross,Rachel
Ross,Monica
Phoebe,Ross
Phoebe,Monica
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Joey
Monica,Joey
Ross,Monica
Ross,Rachel
Ross,Chandler
Ross,Joey
Ross,Rachel
Ross,maleGuest
Ross,femaleGuest
Rachel,maleGuest
Rachel,femaleGuest
Rachel,Ross
Phoebe,Parker
Chandler,Monica
Rachel,Ross
Phoebe,Joey
Monica,Judy
Monica,Jack
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Judy
Ross,Jack
Ross,Rachel
Phoebe,Parker
Ross,Rachel
Monica,Ross
