Source,Target
Rachel,SandraGreen
Rachel,Duncan
Joey,Phoebe
Phoebe,Monica
Ross,Phoebe
Monica,Phoebe
Monica,Chandler
Ross,Chandler
Rachel,Chandler
Joey,Chandler
Ross,Joey
Chandler,Joey
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Chandler
Julie,Chandler
Julie,Ross
Monica,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Julie
Phoebe,Monica
Ross,Chandler
Ross,Julie
Rachel,Ross
Phoebe,Duncan
Ross,Julie
Chandler,Julie
Rachel,Ross
Rachel,Monica
Monica,Chandler
Ross,Julie
Joey,Julie
Joey,Chandler
Joey,Monica
Joey,Rachel
Joey,Ross
Monica,Rachel
Rachel,Julie
Phoebe,Duncan
Julie,Rachel
Chandler,Rachel
Chandler,Monica
Joey,Chandler
Rachel,Ross
Ross,womanOnBench
