Source,Target
Rachel,Erin
Joey,Rachel
Rachel,Erin
Chandler,Ross
Monica,waitress_7_7
Monica,Janice
Chandler,Monica
Joey,Erin
Joey,Phoebe
Joey,Rachel
Erin,Phoebe
Erin,Rachel
Phoebe,Rachel
Joey,Rachel
Joey,Phoebe
Rachel,Phoebe
Ross,Rachel
Ross,Joey
Joey,Rachel
Phoebe,Erin
Erin,Rachel
Joey,Erin
Phoebe,Rachel
Joey,Phoebe
Joey,Rachel
Ross,librarian
librarian,headLibrarian
headLibrarian,Ross
Joey,Rachel
Joey,Phoebe
Rachel,Phoebe
Janice,Chandler
Janice,Monica
Chandler,Monica
Erin,Joey
Erin,Phoebe
Erin,Rachel
Joey,Phoebe
Joey,Rachel
Phoebe,Rachel
Ross,girlStudent
Ross,guyStudent
Ross,woman_7_7
Ross,headLibrarian
Ross,woman_7_7
Ross,man_7_7
Joey,Phoebe
Joey,Rachel
Phoebe,Rachel
Janice,Chandler
Janice,Monica
Chandler,Monica
Ross,man_7_7
Ross,Chandler
Ross,Monica
Chandler,Monica
