Source,Target
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Phoebe,Ross
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Chandler,Rachel
Chandler,Ross
Chandler,Monica
Chandler,Phoebe
Ross,Chandler
Ross,Rachel
Ross,Monica
Ross,Phoebe
Joey,actress(Eva)
Rachel,Monica
Rachel,Chandler
Rachel,Phoebe
Rachel,Ross
Monica,Rachel
Monica,Chandler
Monica,Phoebe
Monica,Ross
Chandler,Ross
Chandler,Rachel
Chandler,Phoebe
Chandler,Monica
Chandler,Aurora
Joey,Ross
Joey,Rachel
Joey,Phoebe
Joey,Monica
Chandler,Joey
Joey,Phoebe
Chandler,Phoebe
Chandler,Monica
Chandler,Ross
Chandler,Joey
Chandler,Aurora
Chandler,Joey
Chandler,Aurora
Monica,Chandler
Phoebe,Chandler
Phoebe,Ross
Ross,Chandler
Monica,Chandler
Monica,Ross
Monica,Joey
Ross,Joey
Ross,Phoebe
Ross,Chandler
Ross,Monica
Rachel,Ross
Rachel,Monica
Rachel,Chandler
Rachel,Phoebe
Rachel,Monica
Rachel,Phoebe
Chandler,Rachel
Phoebe,Monica
Ross,Monica
Rachel,Monica
Chandler,Monica
Phoebe,Monica
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Monica
Monica,Chandler
Rachel,Chandler
Monica,Chandler
Joey,director_1_6
Chandler,Aurora
Chandler,Ross
Monica,Joey
Ross,Joey
Chandler,Ross
Joey,Rachel
Joey,Chandler
Joey,Phoebe
Ross,Chandler
Monica,Ross
Monica,Rachel
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Ross,Joey
