Source,Target
Phoebe,Rachel
Mona,Ross
Mona,Joey
Ross,Joey
Phoebe,Ross
Joey,Ross
Phoebe,Ross
Doug,Chandler
Doug,Monica
Chandler,Monica
Mona,Ross
Rachel,nurse_8_11
Rachel,DrSchiff
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Ross,Rachel
Ross,Monica
Ross,Phoebe
Doug,Chandler
Mona,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Phoebe,Rachel
dateRoger,Phoebe
dateRoger,Monica
dateRoger,Rachel
Phoebe,Monica
Phoebe,Rachel
Monica,Rachel
Rachel,Phoebe
Doug,Chandler
Ross,locksmith
Ross,Mona
Chandler,Monica
Rachel,Joey
Rachel,Phoebe
