Source,Target
Chandler,Ross
Phoebe,Ross
Phoebe,Chandler
Rachel,Ross
Phoebe,Rachel
Phoebe,Chandler
Ross,Chandler
Ross,Joey
Joey,Chandler
Joey,Ross
Rachel,Mark
Ross,Mark
Rachel,Ross
Monica,Julio
Joey,director_3_12
Joey,Phoebe
Joey,Chandler
Chandler,stripper
Monica,Phoebe
Joey,Chandler
Monica,Joey
Monica,Phoebe
Monica,Chandler
Phoebe,Chandler
Joey,Phoebe
Joey,Chandler
Rachel,Mark
Rachel,Ross
Ross,Chandler
Ross,Joey
Mark,Rachel
Mark,Nancy
Rachel,Nancy
Ross,Mark
Ross,Rachel
Ross,Nancy
Joey,director_3_12
Monica,Phoebe
Monica,Julio
Joey,director_3_12
Chandler,Rachel
Ross,Rachel
Gunther,Ross
Gunther,Rachel
Ross,Rachel
Ross,Chandler
Ross,Rachel
Ross,Chandler
Rachel,Chandler
Ross,Rachel
Chandler,Rachel
Julio,Jeannine
