Source,Target
Monica,Joey
Monica,Ross
Monica,Chandler
Monica,Phoebe
Monica,Rachel
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Ross
Chandler,Monica
Chandler,Ross
Chandler,Ross
Chandler,Missy
Ross,Missy
Chandler,Ross
Chandler,Ross
Ross,Missy
Chandler,Missy
Chandler,Ross
DonnyOsmond,Gene
DonnyOsmond,Joey
Joey,Gene
LeslieCharleson,DonnyOsmond
DonnyOsmond,Gene
DonnyOsmond,Gene
Gene,Joey
Phoebe,Rachel
DonnyOsmond,Gene
Joey,Gene
DonnyOsmond,Joey
DonnyOsmond,Gene
Joey,Gene
Ross,Missy
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Roy,Rachel
Roy,Phoebe
Rachel,Phoebe
Monica,Phoebe
Roy,Phoebe
Roy,Monica
Roy,Rachel
Roy,Phoebe
Phoebe,Rachel
Monica,Roy
DonnyOsmond,Henrietta
Joey,Henrietta
DonnyOsmond,Gene
Ross,Chandler
reunionMember,Chandler
Chandler,Ross
Chandler,Adrienne
Ross,Adrienne
Monica,Rachel
Chandler,Rachel
Chandler,Monica
Ross,Adrienne
Ross,Chandler
Ross,Chandler
Monica,Rachel
Monica,Chandler
Rachel,Chandler
pizzaGuy_10,Monica
Rachel,Chandler
Roy,Phoebe
Roy,Rachel
Roy,Monica
Phoebe,Rachel
DonnyOsmond,Joey
DonnyOsmond,Gene
Joey,Gene
Monica,Ross
Chandler,Monica
Chandler,Ross
Monica,partyGoers
