Source,Target
Chandler,Monica
receptionist_1_17,Chandler
receptionist_1_17,Monica
Chandler,Monica
Monica,admissionsWoman
Ross,Chandler
Ross,Joey
Chandler,Joey
Ross,Joey
Monica,Rachel
DrMitchel,DrRosen
DrMitchel,Rachel
DrMitchel,Monica
DrRosen,Rachel
Rachel,Chandler
Monica,Chandler
Ross,Monica
Ross,Rachel
Chandler,Ross
Phoebe,Betty
Phoebe,Monica
Phoebe,Monica
Phoebe,Rachel
Jack,Ross
Rachel,Monica
Rachel,DrRosen
Rachel,DrMitchel
Monica,DrRosen
Monica,DrMitchel
DrRosen,DrMitchel
DrMitchel,LeonardGreen
Monica,LeonardGreen
Monica,Rachel
Rachel,LeonardGreen
Monica,Ross
Marcel,Ross
Monica,Rachel
Phoebe,Joey
Ross,Joey
Phoebe,Ursula
Monica,Rachel
Monica,admissionsWoman
Rachel,admissionsWoman
Ross,Chandler
Marcel,Ross
admissionsWoman,Ross
Chandler,Monica
Chandler,Rachel
Ross,Monica
Ross,Rachel
DrMitchel,Ross
DrMitchel,Monica
DrMitchel,Rachel
Monica,Rachel
Joey,PhoebeAsUrsula
Ross,Monica
Ross,Chandler
Ross,Rachel
Ross,Phoebe
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Marcel
