Source,Target
Monica,Chandler
Joey,Chandler
Rachel,Ross
Rachel,Emma
Ross,Emma
Amy,Rachel
Amy,Emma
Amy,Ross
Chandler,Monica
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Amy,Rachel
Amy,Ross
Rachel,Ross
Amy,Rachel
Amy,Ross
Ross,Rachel
Rachel,Chandler
Rachel,Monica
Rachel,Joey
Rachel,Phoebe
Monica,Amy
Phoebe,Amy
Phoebe,Joey
Amy,Rachel
Amy,Ross
Ross,Rachel
Ross,Amy
Ross,Monica
Ross,Chandler
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Amy
Amy,Rachel
Amy,Monica
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Monica
Phoebe,Joey
Monica,Phoebe
Monica,Joey
Chandler,Ross
Amy,Rachel
Ross,Rachel
Rachel,Amy
Rachel,Joey
Ross,Amy
Monica,Ross
Monica,Chandler
Phoebe,Joey
Rachel,Amy
Monica,Ross
Chandler,Amy
Chandler,Rachel
Chandler,Ross
Monica,Joey
Rachel,Amy
Rachel,Chandler
Chandler,Rachel
Phoebe,Chandler
Monica,Chandler
Phoebe,Joey
Phoebe,Chandler
Phoebe,Monica
Joey,Chandler
Joey,Monica
Chandler,Monica
