Source,Target
Monica,Chandler
Monica,Rachel
Monica,Joey
Ross,Joey
Ross,Chandler
Joey,Rachel
Joey,Chandler
Joey,Monica
Phoebe,Gary
Phoebe,Monica
Phoebe,Joey
Phoebe,Ross
Gary,Chandler
Gary,Ross
Gary,Joey
Rachel,Monica
Ross,Gary
Chandler,Ross
Chandler,Gary
Ross,Chandler
Joey,Gary
Joey,Chandler
Joey,Ross
Chandler,Joey
Chandler,Joey
Rachel,Monica
Rachel,Emily
Rachel,Monica
Chandler,Gary
Chandler,Joey
Chandler,Ross
Gary,Joey
Gary,Ross
Joey,Ross
Gary,Phoebe
Gary,Joey
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Joey
Chandler,Phoebe
Chandler,Gary
Chandler,Joey
Ross,Rachel
Ross,Phoebe
Ross,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
